datetime,packagename,uid,uid_total(KB),uid_total_packets,rx(KB),rx_packets,tx(KB),tx_packets,fg(KB),bg(KB),lo(KB)
2023-05-23 15-28-28,com.divo.phone,1000,0.0,0,0.0,0,0.0,0,0.0,0.0,0.0
2023-05-23 15-28-33,com.divo.phone,1000,2.67,10,1.41,4,1.27,6,0.0,2.67,0.0
2023-05-23 15-28-38,com.divo.phone,1000,2.67,10,1.41,4,1.27,6,0.0,2.67,0.0
2023-05-23 15-28-43,com.divo.phone,1000,2.67,10,1.41,4,1.27,6,0.0,2.67,0.0
2023-05-23 15-28-48,com.divo.phone,1000,2.67,10,1.41,4,1.27,6,0.0,2.67,0.0
