datetime,device_cpu_rate%,user%,system%,idle%,package,pid,pid_cpu%
2023-05-23 15-28-28,294,203,91,106,com.divo.phone,11554,2.9
2023-05-23 15-28-33,214,126,88,179,com.divo.phone,11554,0.0
2023-05-23 15-28-38,147,63,84,250,com.divo.phone,11554,0.0
2023-05-23 15-28-43,425,239,186,67,com.divo.phone,11554,2.7
2023-05-23 15-28-48,140,77,63,260,com.divo.phone,11554,0.0
